Date,Open,High,Low,Close,Adj Close,Volume
2017-03-07,57.410000,57.410000,56.689999,56.830002,56.579903,5757300
2017-03-08,56.910000,57.029999,56.430000,56.680000,56.430565,6214700
2017-03-09,56.730000,57.380001,56.279999,56.360001,56.111973,7228200
2017-03-10,54.680000,55.990002,54.410000,55.880001,55.634087,12504900
2017-03-13,55.720001,56.180000,54.459999,54.490002,54.250202,9720400
2017-03-14,54.110001,54.139999,52.720001,52.880001,52.647289,9223100
2017-03-15,51.970001,54.619999,51.820000,54.290001,54.051083,9513600
2017-03-16,54.599998,54.610001,53.770000,54.150002,53.911697,4933700
2017-03-17,54.139999,54.209999,53.160000,53.180000,52.945969,6400300
2017-03-20,53.509998,53.750000,52.939999,53.450001,53.214779,4754700
2017-03-21,53.660000,53.660000,51.799999,51.880001,51.651691,6374900
2017-03-22,51.639999,52.529999,51.110001,52.459999,52.229134,5817400
2017-03-23,52.459999,52.959999,52.240002,52.369999,52.139530,3022300
2017-03-24,52.639999,52.869999,52.290001,52.610001,52.378475,3719700
2017-03-27,52.000000,53.000000,51.700001,52.880001,52.647289,4260000
2017-03-28,52.799999,54.540001,52.459999,54.189999,53.951523,6854400
2017-03-29,54.009998,54.080002,53.160000,53.480000,53.244644,4487500
2017-03-30,53.520000,54.250000,53.410000,53.830002,53.593109,2631300
2017-03-31,53.529999,53.959999,53.410000,53.759998,53.523411,3119600
2017-04-03,53.720001,54.119999,53.180000,54.000000,53.762360,3446400
2017-04-04,53.810001,53.900002,52.880001,53.070000,52.836452,3990600
2017-04-05,53.490002,54.410000,53.299999,53.349998,53.115219,4822600
2017-04-06,53.349998,53.770000,52.959999,53.380001,53.145084,3023700
2017-04-07,53.340000,54.869999,53.259998,54.540001,54.299984,7941500
2017-04-10,54.400002,54.630001,53.959999,54.220001,53.981388,4268900
2017-04-11,54.209999,55.080002,53.590000,55.060001,54.817692,5431100
2017-04-12,55.709999,56.570000,55.480000,55.509998,55.265713,6956900
2017-04-13,55.330002,55.369999,54.290001,54.310001,54.070992,4207100
2017-04-17,54.450001,54.730000,54.150002,54.720001,54.479191,2852400
2017-04-18,54.660000,55.070000,53.810001,54.419998,54.180508,3620100
2017-04-19,54.779999,55.090000,54.480000,54.650002,54.409500,2880100
2017-04-20,54.919998,56.130001,54.919998,55.950001,55.703777,4279900
2017-04-21,55.830002,56.150002,55.340000,55.630001,55.385185,3828100
2017-04-24,56.200001,56.700001,56.049999,56.490002,56.241402,3573600
2017-04-25,56.919998,57.840000,56.910000,57.090000,56.838757,5313700
2017-04-26,57.209999,57.520000,56.709999,56.939999,56.689419,5407400
2017-04-27,55.610001,56.419998,54.520000,55.750000,55.504658,10258700
2017-04-28,55.919998,56.389999,55.660000,56.220001,55.972591,4931400
2017-05-01,56.520000,57.220001,56.169998,56.279999,56.032322,4157000
2017-05-02,56.349998,58.459999,56.299999,58.330002,58.073303,4894100
2017-05-03,58.099998,58.419998,57.840000,58.160000,57.904049,4023900
2017-05-04,58.419998,58.650002,57.540001,58.340000,58.083260,3847300
2017-05-05,58.400002,58.549999,57.939999,58.400002,58.142994,2423600
2017-05-08,58.500000,58.730000,57.250000,57.480000,57.227043,3625200
2017-05-09,57.750000,58.560001,57.660000,58.279999,58.023521,4467900
2017-05-10,58.169998,58.590000,57.970001,58.369999,58.113125,5051200
2017-05-11,58.200001,58.389999,57.459999,58.090000,57.834358,2611100
2017-05-12,57.880001,58.230000,57.090000,57.220001,56.968189,3069600
2017-05-15,57.240002,58.340000,57.240002,58.029999,57.774620,3723500
2017-05-16,58.110001,58.619999,57.650002,58.270000,58.013569,4728300
2017-05-17,58.270000,58.270000,56.830002,57.040001,56.788979,4195600
2017-05-18,57.130001,57.779999,56.959999,57.290001,57.037880,3576900
2017-05-19,57.549999,58.360001,57.470001,58.040001,57.784580,3389200
2017-05-22,58.400002,59.439999,58.259998,58.919998,58.660706,5768900
2017-05-23,59.250000,59.820000,58.810001,59.639999,59.377537,2960600
2017-05-24,59.810001,60.020000,59.360001,59.580002,59.317806,3078000
2017-05-25,59.779999,61.189999,59.779999,60.919998,60.651901,6800000
2017-05-26,60.849998,61.150002,60.500000,60.669998,60.403004,4928200
2017-05-30,60.560001,60.580002,59.439999,59.480000,59.218243,3777200
2017-05-31,59.889999,60.200001,59.130001,60.090000,59.825558,4088200
2017-06-01,60.180000,60.599998,60.060001,60.299999,60.034634,4689300
2017-06-02,60.799999,61.240002,60.240002,60.360001,60.094368,5340200
2017-06-05,60.200001,61.189999,59.770000,60.990002,60.847607,5241500
2017-06-06,60.660000,61.180000,60.020000,60.099998,59.959682,5296300
2017-06-07,59.490002,60.349998,58.410000,59.959999,59.820011,6816700
2017-06-08,59.959999,60.099998,58.830002,59.160000,59.021877,5310200
2017-06-09,59.410000,59.759998,59.110001,59.459999,59.321178,5642700
2017-06-12,59.459999,59.459999,57.630001,58.990002,58.852276,6076300
2017-06-13,58.880001,59.549999,58.669998,59.209999,59.071762,5015500
2017-06-14,59.619999,60.080002,59.029999,59.529999,59.391014,4219200
2017-06-15,59.240002,60.209999,58.990002,60.110001,59.969662,5063300
2017-06-16,60.009998,60.570000,60.000000,60.290001,60.149242,6207600
2017-06-19,60.639999,61.090000,60.410000,60.919998,60.777767,4964600
2017-06-20,60.849998,61.070000,60.240002,60.330002,60.189148,4835700
2017-06-21,60.419998,61.369999,60.419998,61.029999,60.887512,3951500
2017-06-22,61.880001,62.290001,61.049999,61.520000,61.376369,5485700
2017-06-23,61.610001,62.189999,61.320000,61.919998,61.775433,5079200
2017-06-26,62.099998,62.750000,61.610001,61.750000,61.605831,4256300
2017-06-27,61.750000,62.220001,61.459999,61.509998,61.366390,2805800
2017-06-28,61.810001,62.450001,61.810001,62.009998,61.865223,2730700
2017-06-29,62.279999,62.700001,61.230000,61.810001,61.665691,3186600
2017-06-30,62.040001,62.580002,61.970001,62.139999,61.994919,3186400
2017-07-03,62.520000,62.730000,62.049999,62.070000,61.925083,1695200
2017-07-05,62.139999,63.369999,62.090000,63.160000,63.012539,3150900
2017-07-06,62.900002,63.740002,62.650002,63.360001,63.212074,5594100
2017-07-07,63.400002,64.389999,63.400002,64.239998,64.090019,3405500
2017-07-10,62.939999,63.910000,62.919998,63.130001,62.982609,5120600
2017-07-11,63.080002,63.360001,61.759998,61.810001,61.665691,5364400
2017-07-12,62.470001,62.689999,61.889999,62.080002,61.935062,4939500
2017-07-13,62.000000,62.470001,61.400002,62.020000,61.875202,4932900
2017-07-14,62.049999,62.130001,61.480000,61.930000,61.785412,3297000
2017-07-17,61.930000,62.459999,61.580002,62.139999,61.994919,3593400
2017-07-18,61.910000,62.169998,61.419998,61.570000,61.426250,5117600
2017-07-19,61.400002,61.610001,60.459999,61.410000,61.266624,7129500
2017-07-20,61.349998,61.490002,60.160000,60.400002,60.258984,6469700
2017-07-21,60.209999,60.509998,59.889999,60.279999,60.139263,5106100
2017-07-24,60.250000,60.360001,59.790001,59.810001,59.670361,3354600
2017-07-25,60.189999,60.439999,58.740002,58.820000,58.682671,7337100
2017-07-26,58.849998,59.830002,58.549999,59.520000,59.381039,5523000
2017-07-27,56.459999,58.410000,53.770000,56.570000,56.437923,14339700
2017-07-28,56.560001,56.730000,55.630001,56.560001,56.427952,5798700
2017-07-31,56.900002,57.000000,55.419998,55.509998,55.380398,4667700
2017-08-01,55.880001,56.369999,55.290001,55.720001,55.589912,4671400
2017-08-02,55.639999,55.970001,55.110001,55.700001,55.569958,4055500
2017-08-03,55.689999,56.349998,55.599998,56.110001,55.979000,4616100
2017-08-04,56.189999,56.610001,55.799999,56.580002,56.447903,3499100
2017-08-07,56.770000,56.869999,55.160000,55.369999,55.240726,5446500
2017-08-08,55.310001,55.450001,54.580002,54.810001,54.682037,5306800
2017-08-09,54.680000,55.490002,54.599998,54.689999,54.562313,4456900
2017-08-10,54.500000,54.560001,53.700001,54.009998,53.883900,4836600
2017-08-11,53.880001,54.369999,52.970001,54.139999,54.013599,4232600
2017-08-14,54.599998,54.990002,54.459999,54.720001,54.592247,4638100
2017-08-15,55.040001,55.369999,54.779999,55.200001,55.071125,4249400
2017-08-16,55.400002,55.720001,55.150002,55.310001,55.180870,3257100
2017-08-17,55.169998,55.169998,53.110001,53.150002,53.025913,5181600
2017-08-18,53.349998,54.009998,53.119999,53.169998,53.045860,6061500
2017-08-21,53.400002,54.060001,53.320000,53.540001,53.415001,5128700
2017-08-22,53.570000,54.080002,53.400002,53.430000,53.430000,5358200
2017-08-23,53.250000,53.320000,51.680000,51.720001,51.720001,13366000
2017-08-24,52.110001,52.160000,50.490002,50.709999,50.709999,8512000
2017-08-25,50.900002,52.910000,50.840000,52.680000,52.680000,8842700
2017-08-28,52.610001,52.720001,51.529999,51.750000,51.750000,8370200
2017-08-29,51.220001,51.610001,50.900002,51.459999,51.459999,5508500
2017-08-30,51.349998,51.619999,50.970001,51.520000,51.520000,4232700
2017-08-31,51.849998,52.250000,51.610001,52.139999,52.139999,4515800
2017-09-01,52.349998,52.490002,51.910000,52.189999,52.189999,3976600
2017-09-05,51.810001,51.980000,51.000000,51.139999,51.139999,5115200
2017-09-06,50.540001,52.040001,49.759998,51.669998,51.669998,8588100
2017-09-07,51.689999,52.580002,51.470001,52.209999,52.209999,6046000
2017-09-08,52.009998,53.029999,51.880001,52.869999,52.869999,5065100
2017-09-11,53.389999,53.689999,52.450001,53.599998,53.599998,8025600
2017-09-12,53.500000,54.009998,53.119999,53.950001,53.950001,5407900
2017-09-13,53.980000,54.709999,53.650002,54.660000,54.660000,5925000
2017-09-14,54.480000,54.830002,54.139999,54.349998,54.349998,7722100
2017-09-15,54.439999,54.750000,53.810001,54.720001,54.720001,14576100
2017-09-18,54.820000,54.939999,53.849998,54.090000,54.090000,6109900
2017-09-19,54.020000,54.529999,53.439999,53.540001,53.540001,4664400
2017-09-20,53.910000,54.279999,53.430000,54.250000,54.250000,4609100
2017-09-21,54.160000,54.770000,53.709999,54.630001,54.630001,3276600
2017-09-22,54.639999,55.029999,54.240002,54.930000,54.930000,3053800
2017-09-25,54.840000,55.220001,54.430000,55.119999,55.119999,3498100
2017-09-26,55.389999,55.959999,55.099998,55.720001,55.720001,4115800
2017-09-27,55.990002,56.560001,55.369999,55.880001,55.880001,7028700
2017-09-28,55.799999,56.490002,55.599998,56.169998,56.169998,5717900
2017-09-29,56.209999,56.650002,55.869999,55.980000,55.980000,3751300
2017-10-02,56.020000,56.270000,55.599998,55.990002,55.990002,4316600
2017-10-03,55.939999,58.560001,55.799999,58.509998,58.509998,7545000
2017-10-04,58.509998,59.570000,58.340000,58.380001,58.380001,6477500
2017-10-05,58.500000,58.500000,57.820000,58.290001,58.290001,3703700
2017-10-06,58.160000,59.450001,57.990002,58.439999,58.439999,3984200
2017-10-09,58.500000,58.840000,57.389999,57.660000,57.660000,3789100
2017-10-10,58.730000,59.180000,57.900002,58.009998,58.009998,5022900
2017-10-11,58.009998,58.799999,58.009998,58.549999,58.549999,4194600
2017-10-12,58.779999,59.400002,58.590000,58.810001,58.810001,3509900
2017-10-13,58.830002,59.160000,58.509998,59.119999,59.119999,3138700
2017-10-16,58.950001,59.180000,58.490002,58.880001,58.880001,4840000
2017-10-17,59.000000,59.810001,58.639999,58.730000,58.730000,3673800
2017-10-18,58.720001,58.990002,58.540001,58.830002,58.830002,2580800
2017-10-19,58.450001,59.090000,57.450001,58.630001,58.630001,5945500
2017-10-20,58.830002,59.540001,58.810001,59.369999,59.369999,4905800
2017-10-23,59.500000,59.889999,58.570000,58.759998,58.759998,4580200
2017-10-24,58.840000,59.099998,58.340000,58.799999,58.799999,4289300
2017-10-25,58.820000,58.820000,56.459999,57.160000,57.160000,10577600
2017-10-26,57.419998,58.720001,54.189999,55.110001,55.110001,14331700
2017-10-27,55.130001,55.529999,53.540001,54.110001,54.110001,8995800
2017-10-30,54.040001,55.099998,53.779999,54.730000,54.730000,4518500
2017-10-31,54.660000,54.660000,53.830002,53.860001,53.860001,4230300
2017-11-01,54.029999,54.459999,53.540001,53.990002,53.990002,4230300
2017-11-02,54.000000,54.090000,53.450001,53.990002,53.990002,3080700
2017-11-03,53.990002,54.250000,53.610001,54.139999,54.139999,3057500
2017-11-06,54.090000,55.150002,54.090000,54.520000,54.520000,3694000
2017-11-07,54.599998,54.599998,53.799999,53.869999,53.869999,3278000
2017-11-08,53.740002,54.369999,53.459999,54.009998,54.009998,3093400
2017-11-09,53.720001,54.139999,53.270000,53.459999,53.459999,3896900
2017-11-10,53.400002,53.740002,53.240002,53.490002,53.490002,2485900
2017-11-13,53.380001,53.480000,52.779999,53.250000,53.250000,2982000
2017-11-14,52.959999,53.849998,52.919998,53.750000,53.750000,3060900
2017-11-15,53.650002,54.799999,53.000000,54.630001,54.630001,4895700
2017-11-16,55.020000,55.500000,54.650002,55.270000,55.270000,4550300
2017-11-17,55.009998,55.169998,54.299999,54.709999,54.709999,3104600
2017-11-20,54.849998,54.919998,54.200001,54.650002,54.650002,4087400
2017-11-21,54.660000,55.480000,54.610001,55.430000,55.430000,4025500
2017-11-22,55.279999,55.549999,54.919998,55.090000,55.090000,3258000
2017-11-24,55.029999,55.330002,54.930000,55.139999,55.139999,1374000
2017-11-27,55.139999,55.230000,54.490002,54.599998,54.599998,3129100
2017-11-28,54.660000,56.220001,54.509998,56.169998,56.169998,6663900
2017-11-29,56.549999,59.650002,56.509998,58.880001,58.880001,9702600
2017-11-30,58.910000,61.509998,58.900002,60.669998,60.669998,13382200
2017-12-01,60.509998,61.639999,59.509998,59.919998,59.919998,6184900
